timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1705668337077,1851,HTTP Request,200,OK,Assignment_no3 9-9,text,true,,244964,252,2,2,https://www.makemytrip.com:443/homestays/,16,0,0
1705668337077,16,HTTP Request-0,301,Moved Permanently,Assignment_no3 9-9,text,true,,348,122,2,2,https://makemytrip.com/homestays/,16,0,0
1705668337093,1835,HTTP Request-1,200,OK,Assignment_no3 9-9,text,true,,244616,130,2,2,https://www.makemytrip.com:443/homestays/,1810,0,0
1705668337078,2240,HTTP Request,200,OK,Assignment_no3 9-10,text,true,,237619,246,2,2,https://www.makemytrip.com:443/hotels/,118,0,104
1705668337078,118,HTTP Request-0,301,Moved Permanently,Assignment_no3 9-10,text,true,,345,119,2,2,https://makemytrip.com/hotels/,118,0,104
1705668337196,2122,HTTP Request-1,200,OK,Assignment_no3 9-10,text,true,,237274,127,2,2,https://www.makemytrip.com:443/hotels/,2060,0,106
1705668343943,1789,HTTP Request,200,OK,Assignment_no3 9-10,text,true,,244964,252,2,2,https://www.makemytrip.com:443/homestays/,14,0,0
1705668343943,14,HTTP Request-0,301,Moved Permanently,Assignment_no3 9-10,text,true,,348,122,2,2,https://makemytrip.com/homestays/,14,0,0
1705668343957,1775,HTTP Request-1,200,OK,Assignment_no3 9-10,text,true,,244616,130,2,2,https://www.makemytrip.com:443/homestays/,1760,0,0
1705668343944,2159,HTTP Request,200,OK,Assignment_no3 9-9,text,true,,231153,262,2,2,https://www.makemytrip.com:443/holidays-india/,13,0,0
1705668343944,13,HTTP Request-0,301,Moved Permanently,Assignment_no3 9-9,text,true,,353,127,2,2,https://makemytrip.com/holidays-india/,13,0,0
1705668343957,2146,HTTP Request-1,200,OK,Assignment_no3 9-9,text,true,,230800,135,2,2,https://www.makemytrip.com:443/holidays-india/,2099,0,0
1705668350740,1835,HTTP Request,200,OK,Assignment_no3 9-10,text,true,,237654,246,1,1,https://www.makemytrip.com:443/hotels/,18,0,0
1705668350740,18,HTTP Request-0,301,Moved Permanently,Assignment_no3 9-10,text,true,,345,119,1,1,https://makemytrip.com/hotels/,18,0,0
1705668350758,1817,HTTP Request-1,200,OK,Assignment_no3 9-10,text,true,,237309,127,1,1,https://www.makemytrip.com:443/hotels/,1756,0,0
